//==============================================================================
//Monster Set Base File [KOR]
//#www.darksideofmu.com
//by DaRKav (darkav@hotmail.com)
//------------------------------------------------------------------------------
//Revision 25 Apr, 2008		
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	4	//Golden Budge Dragon
44	0	30	182	128	195	145	-1	7	//Golden Dragon
53	0	30	185	132	185	132	-1	2	//Golden Titan
55	0	30	132	83	132	83	-1	2	//Death King
54	0	30	183	128	188	135	-1	15	//Golden Soldier
56	0	30	132	83	138	90	-1	15	//Death Bone
78	0	30	10	10	240	240	-1	2	//Golden Goblin
79	0	30	10	10	240	240	-1	4	//Golden Dragon
80	0	30	185	132	185	132	-1	2	//Golden Lizard King
81	0	30	132	83	132	83	-1	7	//Golden Vepar
82	0	30	183	128	188	135	-1	2	//Golden Tantallos
83	0	30	132	83	138	90	-1	15	//Golden Iron Wheel
end

//=========================================================================================						
//	Lorencia NPCs						
//=========================================================================================						
//Mob	Map	Rad	X	Y	Str	Name
0
163	18	30	43	84	0	//Chaos Castle
162	18	30	41	82	0	//Chaos Castle
163	18	30	27	94	0	//Chaos Castle
162	18	30	32	91	0	//Chaos Castle
163	18	30	29	84	0	//Chaos Castle
162	18	30	42	90	0	//Chaos Castle
163	18	30	44	87	0	//Chaos Castle
162	18	30	30	78	0	//Chaos Castle
163	18	30	38	92	0	//Chaos Castle
162	18	30	40	98	0	//Chaos Castle
163	18	30	29	101	0	//Chaos Castle
162	18	30	33	103	0	//Chaos Castle
163	18	30	38	89	0	//Chaos Castle
162	18	30	42	105	0	//Chaos Castle
163	18	30	42	99	0	//Chaos Castle
162	18	30	35	105	0	//Chaos Castle
163	18	30	29	93	0	//Chaos Castle
162	18	30	28	97	0	//Chaos Castle
163	18	30	26	84	0	//Chaos Castle
162	18	30	28	79	0	//Chaos Castle
162	18	30	25	82	0	//Chaos Castle
163	18	30	29	76	0	//Chaos Castle
162	18	30	33	76	0	//Chaos Castle
163	18	30	35	79	0	//Chaos Castle
162	18	30	31	80	0	//Chaos Castle
163	18	30	41	79	0	//Chaos Castle
162	18	30	38	76	0	//Chaos Castle
163	18	30	36	81	0	//Chaos Castle
162	18	30	39	82	0	//Chaos Castle
163	18	30	41	86	0	//Chaos Castle
162	18	30	42	94	0	//Chaos Castle
163	18	30	35	92	0	//Chaos Castle
162	18	30	34	90	0	//Chaos Castle
163	18	30	38	101	0	//Chaos Castle
162	18	30	30	105	0	//Chaos Castle
163	18	30	26	102	0	//Chaos Castle
162	18	30	28	100	0	//Chaos Castle
163	18	30	38	106	0	//Chaos Castle
162	18	30	35	102	0	//Chaos Castle
163	18	30	42	102	0	//Chaos Castle
162	18	30	43	96	0	//Chaos Castle
163	18	30	30	88	0	//Chaos Castle
162	18	30	25	91	0	//Chaos Castle
163	18	30	29	91	0	//Chaos Castle
162	18	30	30	98	0	//Chaos Castle
163	18	30	41	93	0	//Chaos Castle
162	18	30	41	89	0	//Chaos Castle
163	18	30	43	91	0	//Chaos Castle
162	18	30	39	95	0	//Chaos Castle
163	18	30	32	101	0	//Chaos Castle
162	18	30	29	103	0	//Chaos Castle
163	18	30	33	105	0	//Chaos Castle
162	18	30	25	97	0	//Chaos Castle
163	18	30	24	94	0	//Chaos Castle
162	18	30	27	88	0	//Chaos Castle
163	18	30	32	94	0	//Chaos Castle
162	18	30	32	89	0	//Chaos Castle
163	18	30	36	92	0	//Chaos Castle
162	18	30	37	89	0	//Chaos Castle
163	18	30	40	91	0	//Chaos Castle
162	18	30	38	99	0	//Chaos Castle
163	18	30	40	101	0	//Chaos Castle
162	18	30	43	81	0	//Chaos Castle
163	18	30	36	76	0	//Chaos Castle
162	18	30	42	75	0	//Chaos Castle
163	18	30	26	75	0	//Chaos Castle
162	18	30	24	80	0	//Chaos Castle
163	18	30	30	82	0	//Chaos Castle
162	18	30	24	89	0	//Chaos Castle
163	18	30	24	86	0	//Chaos Castle
162	18	30	24	101	0	//Chaos Castle
163	18	30	37	104	0	//Chaos Castle
162	18	30	41	96	0	//Chaos Castle
163	18	30	39	87	0	//Chaos Castle
162	18	30	41	76	0	//Chaos Castle
163	18	30	38	84	0	//Chaos Castle
162	18	30	38	96	0	//Chaos Castle
163	18	30	30	95	0	//Chaos Castle
162	18	30	32	78	0	//Chaos Castle
163	18	30	29	86	0	//Chaos Castle
162	18	30	27	104	0	//Chaos Castle
163	18	30	40	104	0	//Chaos Castle
162	18	30	44	102	0	//Chaos Castle
163	18	30	43	98	0	//Chaos Castle
162	18	30	39	93	0	//Chaos Castle
163	18	30	41	84	0	//Chaos Castle
163	18	30	30	95	0	//Chaos Castle
162	18	30	32	78	0	//Chaos Castle
163	18	30	29	86	0	//Chaos Castle
162	18	30	27	104	0	//Chaos Castle
163	18	30	40	104	0	//Chaos Castle
162	18	30	44	102	0	//Chaos Castle
163	18	30	43	98	0	//Chaos Castle
162	18	30	39	93	0	//Chaos Castle
163	18	30	41	84	0	//Chaos Castle
end							
//Chaos Castle 2 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
164	19	30	26	105	1	//Chaos Castle
165	19	30	26	98	1	//Chaos Castle
164	19	30	28	90	1	//Chaos Castle
165	19	30	27	86	1	//Chaos Castle
164	19	30	28	82	1	//Chaos Castle
165	19	30	26	79	1	//Chaos Castle
164	19	30	34	78	1	//Chaos Castle
165	19	30	33	81	1	//Chaos Castle
164	19	30	39	78	1	//Chaos Castle
165	19	30	26	77	1	//Chaos Castle
164	19	30	38	80	1	//Chaos Castle
165	19	30	43	77	1	//Chaos Castle
164	19	30	38	86	1	//Chaos Castle
165	19	30	43	84	1	//Chaos Castle
164	19	30	41	82	1	//Chaos Castle
165	19	30	27	94	1	//Chaos Castle
164	19	30	32	91	1	//Chaos Castle
165	19	30	29	84	1	//Chaos Castle
164	19	30	42	90	1	//Chaos Castle
165	19	30	44	87	1	//Chaos Castle
164	19	30	30	78	1	//Chaos Castle
165	19	30	38	92	1	//Chaos Castle
164	19	30	40	98	1	//Chaos Castle
165	19	30	29	101	1	//Chaos Castle
164	19	30	33	103	1	//Chaos Castle
165	19	30	38	89	1	//Chaos Castle
164	19	30	42	105	1	//Chaos Castle
165	19	30	42	99	1	//Chaos Castle
164	19	30	35	105	1	//Chaos Castle
165	19	30	29	93	1	//Chaos Castle
164	19	30	28	97	1	//Chaos Castle
165	19	30	26	84	1	//Chaos Castle
164	19	30	28	79	1	//Chaos Castle
164	19	30	25	82	1	//Chaos Castle
165	19	30	29	76	1	//Chaos Castle
164	19	30	33	76	1	//Chaos Castle
165	19	30	35	79	1	//Chaos Castle
164	19	30	31	80	1	//Chaos Castle
165	19	30	41	79	1	//Chaos Castle
164	19	30	38	76	1	//Chaos Castle
165	19	30	36	81	1	//Chaos Castle
164	19	30	39	82	1	//Chaos Castle
165	19	30	41	86	1	//Chaos Castle
164	19	30	42	94	1	//Chaos Castle
165	19	30	35	92	1	//Chaos Castle
164	19	30	34	90	1	//Chaos Castle
165	19	30	38	101	1	//Chaos Castle
164	19	30	30	105	1	//Chaos Castle
165	19	30	26	102	1	//Chaos Castle
164	19	30	28	100	1	//Chaos Castle
165	19	30	38	106	1	//Chaos Castle
164	19	30	35	102	1	//Chaos Castle
165	19	30	42	102	1	//Chaos Castle
164	19	30	43	96	1	//Chaos Castle
165	19	30	30	88	1	//Chaos Castle
164	19	30	25	91	1	//Chaos Castle
165	19	30	29	91	1	//Chaos Castle
164	19	30	30	98	1	//Chaos Castle
165	19	30	41	93	1	//Chaos Castle
164	19	30	41	89	1	//Chaos Castle
165	19	30	43	91	1	//Chaos Castle
164	19	30	39	95	1	//Chaos Castle
165	19	30	32	101	1	//Chaos Castle
164	19	30	29	103	1	//Chaos Castle
165	19	30	33	105	1	//Chaos Castle
164	19	30	25	97	1	//Chaos Castle
165	19	30	24	94	1	//Chaos Castle
164	19	30	27	88	1	//Chaos Castle
165	19	30	32	94	1	//Chaos Castle
164	19	30	32	89	1	//Chaos Castle
165	19	30	36	92	1	//Chaos Castle
164	19	30	37	89	1	//Chaos Castle
165	19	30	40	91	1	//Chaos Castle
164	19	30	38	99	1	//Chaos Castle
165	19	30	40	101	1	//Chaos Castle
164	19	30	43	81	1	//Chaos Castle
165	19	30	36	76	1	//Chaos Castle
164	19	30	42	75	1	//Chaos Castle
165	19	30	26	75	1	//Chaos Castle
164	19	30	24	80	1	//Chaos Castle
165	19	30	30	82	1	//Chaos Castle
164	19	30	24	89	1	//Chaos Castle
165	19	30	24	86	1	//Chaos Castle
164	19	30	24	101	1	//Chaos Castle
165	19	30	37	104	1	//Chaos Castle
164	19	30	41	96	1	//Chaos Castle
165	19	30	39	87	1	//Chaos Castle
164	19	30	41	76	1	//Chaos Castle
165	19	30	38	84	1	//Chaos Castle
164	19	30	38	96	1	//Chaos Castle
165	19	30	30	95	1	//Chaos Castle
164	19	30	32	78	1	//Chaos Castle
165	19	30	29	86	1	//Chaos Castle
164	19	30	27	104	1	//Chaos Castle
165	19	30	40	104	1	//Chaos Castle
164	19	30	44	102	1	//Chaos Castle
165	19	30	43	98	1	//Chaos Castle
164	19	30	39	93	1	//Chaos Castle
165	19	30	41	84	1	//Chaos Castle
164	19	30	27	104	1	//Chaos Castle
165	19	30	40	104	1	//Chaos Castle
164	19	30	44	102	1	//Chaos Castle
165	19	30	43	98	1	//Chaos Castle
164	19	30	39	93	1	//Chaos Castle
165	19	30	41	84	1	//Chaos Castle
end							
//Chaos Castle 3+A3052 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
166	20	30	26	105	2	//Chaos Castle
167	20	30	26	98	2	//Chaos Castle
166	20	30	28	90	2	//Chaos Castle
167	20	30	27	86	2	//Chaos Castle
166	20	30	28	82	2	//Chaos Castle
167	20	30	26	79	2	//Chaos Castle
166	20	30	34	78	2	//Chaos Castle
167	20	30	33	81	2	//Chaos Castle
166	20	30	39	78	2	//Chaos Castle
167	20	30	26	77	2	//Chaos Castle
166	20	30	38	80	2	//Chaos Castle
167	20	30	43	77	2	//Chaos Castle
166	20	30	38	86	2	//Chaos Castle
167	20	30	43	84	2	//Chaos Castle
166	20	30	41	82	2	//Chaos Castle
167	20	30	27	94	2	//Chaos Castle
166	20	30	32	91	2	//Chaos Castle
167	20	30	29	84	2	//Chaos Castle
166	20	30	42	90	2	//Chaos Castle
167	20	30	44	87	2	//Chaos Castle
166	20	30	30	78	2	//Chaos Castle
167	20	30	38	92	2	//Chaos Castle
166	20	30	40	98	2	//Chaos Castle
167	20	30	29	101	2	//Chaos Castle
166	20	30	33	103	2	//Chaos Castle
167	20	30	38	89	2	//Chaos Castle
166	20	30	42	105	2	//Chaos Castle
167	20	30	42	99	2	//Chaos Castle
166	20	30	35	105	2	//Chaos Castle
167	20	30	29	93	2	//Chaos Castle
166	20	30	28	97	2	//Chaos Castle
167	20	30	26	84	2	//Chaos Castle
166	20	30	28	79	2	//Chaos Castle
166	20	30	25	82	2	//Chaos Castle
167	20	30	29	76	2	//Chaos Castle
166	20	30	33	76	2	//Chaos Castle
167	20	30	35	79	2	//Chaos Castle
166	20	30	31	80	2	//Chaos Castle
167	20	30	41	79	2	//Chaos Castle
166	20	30	38	76	2	//Chaos Castle
167	20	30	36	81	2	//Chaos Castle
166	20	30	39	82	2	//Chaos Castle
167	20	30	41	86	2	//Chaos Castle
166	20	30	42	94	2	//Chaos Castle
167	20	30	35	92	2	//Chaos Castle
166	20	30	34	90	2	//Chaos Castle
167	20	30	38	101	2	//Chaos Castle
166	20	30	30	105	2	//Chaos Castle
167	20	30	26	102	2	//Chaos Castle
166	20	30	28	100	2	//Chaos Castle
167	20	30	38	106	2	//Chaos Castle
166	20	30	35	102	2	//Chaos Castle
167	20	30	42	102	2	//Chaos Castle
166	20	30	43	96	2	//Chaos Castle
167	20	30	30	88	2	//Chaos Castle
166	20	30	25	91	2	//Chaos Castle
167	20	30	29	91	2	//Chaos Castle
166	20	30	30	98	2	//Chaos Castle
167	20	30	41	93	2	//Chaos Castle
166	20	30	41	89	2	//Chaos Castle
167	20	30	43	91	2	//Chaos Castle
166	20	30	39	95	2	//Chaos Castle
167	20	30	32	101	2	//Chaos Castle
166	20	30	29	103	2	//Chaos Castle
167	20	30	33	105	2	//Chaos Castle
166	20	30	25	97	2	//Chaos Castle
167	20	30	24	94	2	//Chaos Castle
166	20	30	27	88	2	//Chaos Castle
167	20	30	32	94	2	//Chaos Castle
166	20	30	32	89	2	//Chaos Castle
167	20	30	36	92	2	//Chaos Castle
166	20	30	37	89	2	//Chaos Castle
167	20	30	40	91	2	//Chaos Castle
166	20	30	38	99	2	//Chaos Castle
167	20	30	40	101	2	//Chaos Castle
166	20	30	43	81	2	//Chaos Castle
167	20	30	36	76	2	//Chaos Castle
166	20	30	42	75	2	//Chaos Castle
167	20	30	26	75	2	//Chaos Castle
166	20	30	24	80	2	//Chaos Castle
167	20	30	30	82	2	//Chaos Castle
166	20	30	24	89	2	//Chaos Castle
167	20	30	24	86	2	//Chaos Castle
166	20	30	24	101	2	//Chaos Castle
167	20	30	37	104	2	//Chaos Castle
166	20	30	41	96	2	//Chaos Castle
167	20	30	39	87	2	//Chaos Castle
166	20	30	41	76	2	//Chaos Castle
167	20	30	38	84	2	//Chaos Castle
166	20	30	38	96	2	//Chaos Castle
167	20	30	30	95	2	//Chaos Castle
166	20	30	32	78	2	//Chaos Castle
167	20	30	29	86	2	//Chaos Castle
166	20	30	27	104	2	//Chaos Castle
167	20	30	40	104	2	//Chaos Castle
166	20	30	44	102	2	//Chaos Castle
167	20	30	43	98	2	//Chaos Castle
166	20	30	39	93	2	//Chaos Castle
167	20	30	41	84	2	//Chaos Castle
166	20	30	32	78	2	//Chaos Castle
167	20	30	29	86	2	//Chaos Castle
166	20	30	27	104	2	//Chaos Castle
167	20	30	40	104	2	//Chaos Castle
166	20	30	44	102	2	//Chaos Castle
167	20	30	43	98	2	//Chaos Castle
166	20	30	39	93	2	//Chaos Castle
167	20	30	41	84	2	//Chaos Castle
end							
//Chaos Castle 4+A3166 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
168	21	30	26	105	3	//Chaos Castle
169	21	30	26	98	3	//Chaos Castle
168	21	30	28	90	3	//Chaos Castle
169	21	30	27	86	3	//Chaos Castle
168	21	30	28	82	3	//Chaos Castle
169	21	30	26	79	3	//Chaos Castle
168	21	30	34	78	3	//Chaos Castle
169	21	30	33	81	3	//Chaos Castle
168	21	30	39	78	3	//Chaos Castle
169	21	30	26	77	3	//Chaos Castle
168	21	30	38	80	3	//Chaos Castle
169	21	30	43	77	3	//Chaos Castle
168	21	30	38	86	3	//Chaos Castle
169	21	30	43	84	3	//Chaos Castle
168	21	30	41	82	3	//Chaos Castle
169	21	30	27	94	3	//Chaos Castle
168	21	30	32	91	3	//Chaos Castle
169	21	30	29	84	3	//Chaos Castle
168	21	30	42	90	3	//Chaos Castle
169	21	30	44	87	3	//Chaos Castle
168	21	30	30	78	3	//Chaos Castle
169	21	30	38	92	3	//Chaos Castle
168	21	30	40	98	3	//Chaos Castle
169	21	30	29	101	3	//Chaos Castle
168	21	30	33	103	3	//Chaos Castle
169	21	30	38	89	3	//Chaos Castle
168	21	30	42	105	3	//Chaos Castle
169	21	30	42	99	3	//Chaos Castle
168	21	30	35	105	3	//Chaos Castle
169	21	30	29	93	3	//Chaos Castle
168	21	30	28	97	3	//Chaos Castle
169	21	30	26	84	3	//Chaos Castle
168	21	30	28	79	3	//Chaos Castle
168	21	30	25	82	3	//Chaos Castle
169	21	30	29	76	3	//Chaos Castle
168	21	30	33	76	3	//Chaos Castle
169	21	30	35	79	3	//Chaos Castle
168	21	30	31	80	3	//Chaos Castle
169	21	30	41	79	3	//Chaos Castle
168	21	30	38	76	3	//Chaos Castle
169	21	30	36	81	3	//Chaos Castle
168	21	30	39	82	3	//Chaos Castle
169	21	30	41	86	3	//Chaos Castle
168	21	30	42	94	3	//Chaos Castle
169	21	30	35	92	3	//Chaos Castle
168	21	30	34	90	3	//Chaos Castle
169	21	30	38	101	3	//Chaos Castle
168	21	30	30	105	3	//Chaos Castle
169	21	30	26	102	3	//Chaos Castle
168	21	30	28	100	3	//Chaos Castle
169	21	30	38	106	3	//Chaos Castle
168	21	30	35	102	3	//Chaos Castle
169	21	30	42	102	3	//Chaos Castle
168	21	30	43	96	3	//Chaos Castle
169	21	30	30	88	3	//Chaos Castle
168	21	30	25	91	3	//Chaos Castle
169	21	30	29	91	3	//Chaos Castle
168	21	30	30	98	3	//Chaos Castle
169	21	30	41	93	3	//Chaos Castle
168	21	30	41	89	3	//Chaos Castle
169	21	30	43	91	3	//Chaos Castle
168	21	30	39	95	3	//Chaos Castle
169	21	30	32	101	3	//Chaos Castle
168	21	30	29	103	3	//Chaos Castle
169	21	30	33	105	3	//Chaos Castle
168	21	30	25	97	3	//Chaos Castle
169	21	30	24	94	3	//Chaos Castle
168	21	30	27	88	3	//Chaos Castle
169	21	30	32	94	3	//Chaos Castle
168	21	30	32	89	3	//Chaos Castle
169	21	30	36	92	3	//Chaos Castle
168	21	30	37	89	3	//Chaos Castle
169	21	30	40	91	3	//Chaos Castle
168	21	30	38	99	3	//Chaos Castle
169	21	30	40	101	3	//Chaos Castle
168	21	30	43	81	3	//Chaos Castle
169	21	30	36	76	3	//Chaos Castle
168	21	30	42	75	3	//Chaos Castle
169	21	30	26	75	3	//Chaos Castle
168	21	30	24	80	3	//Chaos Castle
169	21	30	30	82	3	//Chaos Castle
168	21	30	24	89	3	//Chaos Castle
169	21	30	24	86	3	//Chaos Castle
168	21	30	24	101	3	//Chaos Castle
169	21	30	37	104	3	//Chaos Castle
168	21	30	41	96	3	//Chaos Castle
169	21	30	39	87	3	//Chaos Castle
168	21	30	41	76	3	//Chaos Castle
169	21	30	38	84	3	//Chaos Castle
168	21	30	38	96	3	//Chaos Castle
169	21	30	30	95	3	//Chaos Castle
168	21	30	32	78	3	//Chaos Castle
169	21	30	29	86	3	//Chaos Castle
168	21	30	27	104	3	//Chaos Castle
169	21	30	40	104	3	//Chaos Castle
168	21	30	44	102	3	//Chaos Castle
169	21	30	43	98	3	//Chaos Castle
168	21	30	39	93	3	//Chaos Castle
169	21	30	41	84	3	//Chaos Castle
168	21	30	32	78	3	//Chaos Castle
169	21	30	29	86	3	//Chaos Castle
168	21	30	27	104	3	//Chaos Castle
169	21	30	40	104	3	//Chaos Castle
168	21	30	44	102	3	//Chaos Castle
169	21	30	43	98	3	//Chaos Castle
168	21	30	39	93	3	//Chaos Castle
169	21	30	41	84	3	//Chaos Castle
end							
//Chaos Castle 5 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
170	22	30	26	105	4	//Chaos Castle
171	22	30	26	98	4	//Chaos Castle
170	22	30	28	90	4	//Chaos Castle
171	22	30	27	86	4	//Chaos Castle
170	22	30	28	82	4	//Chaos Castle
171	22	30	26	79	4	//Chaos Castle
170	22	30	34	78	4	//Chaos Castle
171	22	30	33	81	4	//Chaos Castle
170	22	30	39	78	4	//Chaos Castle
171	22	30	26	77	4	//Chaos Castle
170	22	30	38	80	4	//Chaos Castle
171	22	30	43	77	4	//Chaos Castle
170	22	30	38	86	4	//Chaos Castle
171	22	30	43	84	4	//Chaos Castle
170	22	30	41	82	4	//Chaos Castle
171	22	30	27	94	4	//Chaos Castle
170	22	30	32	91	4	//Chaos Castle
171	22	30	29	84	4	//Chaos Castle
170	22	30	42	90	4	//Chaos Castle
171	22	30	44	87	4	//Chaos Castle
170	22	30	30	78	4	//Chaos Castle
171	22	30	38	92	4	//Chaos Castle
170	22	30	40	98	4	//Chaos Castle
171	22	30	29	101	4	//Chaos Castle
170	22	30	33	103	4	//Chaos Castle
171	22	30	38	89	4	//Chaos Castle
170	22	30	42	105	4	//Chaos Castle
171	22	30	42	99	4	//Chaos Castle
170	22	30	35	105	4	//Chaos Castle
171	22	30	29	93	4	//Chaos Castle
170	22	30	28	97	4	//Chaos Castle
171	22	30	26	84	4	//Chaos Castle
170	22	30	28	79	4	//Chaos Castle
170	22	30	25	82	4	//Chaos Castle
171	22	30	29	76	4	//Chaos Castle
170	22	30	33	76	4	//Chaos Castle
171	22	30	35	79	4	//Chaos Castle
170	22	30	31	80	4	//Chaos Castle
171	22	30	41	79	4	//Chaos Castle
170	22	30	38	76	4	//Chaos Castle
171	22	30	36	81	4	//Chaos Castle
170	22	30	39	82	4	//Chaos Castle
171	22	30	41	86	4	//Chaos Castle
170	22	30	42	94	4	//Chaos Castle
171	22	30	35	92	4	//Chaos Castle
170	22	30	34	90	4	//Chaos Castle
171	22	30	38	101	4	//Chaos Castle
170	22	30	30	105	4	//Chaos Castle
171	22	30	26	102	4	//Chaos Castle
170	22	30	28	100	4	//Chaos Castle
171	22	30	38	106	4	//Chaos Castle
170	22	30	35	102	4	//Chaos Castle
171	22	30	42	102	4	//Chaos Castle
170	22	30	43	96	4	//Chaos Castle
171	22	30	30	88	4	//Chaos Castle
170	22	30	25	91	4	//Chaos Castle
171	22	30	29	91	4	//Chaos Castle
170	22	30	30	98	4	//Chaos Castle
171	22	30	41	93	4	//Chaos Castle
170	22	30	41	89	4	//Chaos Castle
171	22	30	43	91	4	//Chaos Castle
170	22	30	39	95	4	//Chaos Castle
171	22	30	32	101	4	//Chaos Castle
170	22	30	29	103	4	//Chaos Castle
171	22	30	33	105	4	//Chaos Castle
170	22	30	25	97	4	//Chaos Castle
171	22	30	24	94	4	//Chaos Castle
170	22	30	27	88	4	//Chaos Castle
171	22	30	32	94	4	//Chaos Castle
170	22	30	32	89	4	//Chaos Castle
171	22	30	36	92	4	//Chaos Castle
170	22	30	37	89	4	//Chaos Castle
171	22	30	40	91	4	//Chaos Castle
170	22	30	38	99	4	//Chaos Castle
171	22	30	40	101	4	//Chaos Castle
170	22	30	43	81	4	//Chaos Castle
171	22	30	36	76	4	//Chaos Castle
170	22	30	42	75	4	//Chaos Castle
171	22	30	26	75	4	//Chaos Castle
170	22	30	24	80	4	//Chaos Castle
171	22	30	30	82	4	//Chaos Castle
170	22	30	24	89	4	//Chaos Castle
171	22	30	24	86	4	//Chaos Castle
170	22	30	24	101	4	//Chaos Castle
171	22	30	37	104	4	//Chaos Castle
170	22	30	41	96	4	//Chaos Castle
171	22	30	39	87	4	//Chaos Castle
170	22	30	41	76	4	//Chaos Castle
171	22	30	38	84	4	//Chaos Castle
170	22	30	38	96	4	//Chaos Castle
171	22	30	30	95	4	//Chaos Castle
170	22	30	32	78	4	//Chaos Castle
171	22	30	29	86	4	//Chaos Castle
170	22	30	27	104	4	//Chaos Castle
171	22	30	40	104	4	//Chaos Castle
170	22	30	44	102	4	//Chaos Castle
171	22	30	43	98	4	//Chaos Castle
170	22	30	39	93	4	//Chaos Castle
171	22	30	41	84	4	//Chaos Castle
170	22	30	32	78	4	//Chaos Castle
171	22	30	29	86	4	//Chaos Castle
170	22	30	27	104	4	//Chaos Castle
171	22	30	40	104	4	//Chaos Castle
170	22	30	44	102	4	//Chaos Castle
171	22	30	43	98	4	//Chaos Castle
170	22	30	39	93	4	//Chaos Castle
171	22	30	41	84	4	//Chaos Castle
end							
//Chaos Castle 6 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
172	23	30	26	105	5	//Chaos Castle
173	23	30	26	98	5	//Chaos Castle
172	23	30	28	90	5	//Chaos Castle
173	23	30	27	86	5	//Chaos Castle
172	23	30	28	82	5	//Chaos Castle
173	23	30	26	79	5	//Chaos Castle
172	23	30	34	78	5	//Chaos Castle
173	23	30	33	81	5	//Chaos Castle
172	23	30	39	78	5	//Chaos Castle
173	23	30	26	77	5	//Chaos Castle
172	23	30	38	80	5	//Chaos Castle
173	23	30	43	77	5	//Chaos Castle
172	23	30	38	86	5	//Chaos Castle
173	23	30	43	84	5	//Chaos Castle
172	23	30	41	82	5	//Chaos Castle
173	23	30	27	94	5	//Chaos Castle
172	23	30	32	91	5	//Chaos Castle
173	23	30	29	84	5	//Chaos Castle
172	23	30	42	90	5	//Chaos Castle
173	23	30	44	87	5	//Chaos Castle
172	23	30	30	78	5	//Chaos Castle
173	23	30	38	92	5	//Chaos Castle
172	23	30	40	98	5	//Chaos Castle
173	23	30	29	101	5	//Chaos Castle
172	23	30	33	103	5	//Chaos Castle
173	23	30	38	89	5	//Chaos Castle
172	23	30	42	105	5	//Chaos Castle
173	23	30	42	99	5	//Chaos Castle
172	23	30	35	105	5	//Chaos Castle
173	23	30	29	93	5	//Chaos Castle
172	23	30	28	97	5	//Chaos Castle
173	23	30	26	84	5	//Chaos Castle
172	23	30	28	79	5	//Chaos Castle
172	23	30	25	82	5	//Chaos Castle
173	23	30	29	76	5	//Chaos Castle
172	23	30	33	76	5	//Chaos Castle
173	23	30	35	79	5	//Chaos Castle
172	23	30	31	80	5	//Chaos Castle
173	23	30	41	79	5	//Chaos Castle
172	23	30	38	76	5	//Chaos Castle
173	23	30	36	81	5	//Chaos Castle
172	23	30	39	82	5	//Chaos Castle
173	23	30	41	86	5	//Chaos Castle
172	23	30	42	94	5	//Chaos Castle
173	23	30	35	92	5	//Chaos Castle
172	23	30	34	90	5	//Chaos Castle
173	23	30	38	101	5	//Chaos Castle
172	23	30	30	105	5	//Chaos Castle
173	23	30	26	102	5	//Chaos Castle
172	23	30	28	100	5	//Chaos Castle
173	23	30	38	106	5	//Chaos Castle
172	23	30	35	102	5	//Chaos Castle
173	23	30	42	102	5	//Chaos Castle
172	23	30	43	96	5	//Chaos Castle
173	23	30	30	88	5	//Chaos Castle
172	23	30	25	91	5	//Chaos Castle
173	23	30	29	91	5	//Chaos Castle
172	23	30	30	98	5	//Chaos Castle
173	23	30	41	93	5	//Chaos Castle
172	23	30	41	89	5	//Chaos Castle
173	23	30	43	91	5	//Chaos Castle
172	23	30	39	95	5	//Chaos Castle
173	23	30	32	101	5	//Chaos Castle
172	23	30	29	103	5	//Chaos Castle
173	23	30	33	105	5	//Chaos Castle
172	23	30	25	97	5	//Chaos Castle
173	23	30	24	94	5	//Chaos Castle
172	23	30	27	88	5	//Chaos Castle
173	23	30	32	94	5	//Chaos Castle
172	23	30	32	89	5	//Chaos Castle
173	23	30	36	92	5	//Chaos Castle
172	23	30	37	89	5	//Chaos Castle
173	23	30	40	91	5	//Chaos Castle
172	23	30	38	99	5	//Chaos Castle
173	23	30	40	101	5	//Chaos Castle
172	23	30	43	81	5	//Chaos Castle
173	23	30	36	76	5	//Chaos Castle
172	23	30	42	75	5	//Chaos Castle
173	23	30	26	75	5	//Chaos Castle
172	23	30	24	80	5	//Chaos Castle
173	23	30	30	82	5	//Chaos Castle
172	23	30	24	89	5	//Chaos Castle
173	23	30	24	86	5	//Chaos Castle
172	23	30	24	101	5	//Chaos Castle
173	23	30	37	104	5	//Chaos Castle
172	23	30	41	96	5	//Chaos Castle
173	23	30	39	87	5	//Chaos Castle
172	23	30	41	76	5	//Chaos Castle
173	23	30	38	84	5	//Chaos Castle
172	23	30	38	96	5	//Chaos Castle
173	23	30	30	95	5	//Chaos Castle
172	23	30	32	78	5	//Chaos Castle
173	23	30	29	86	5	//Chaos Castle
172	23	30	27	104	5	//Chaos Castle
173	23	30	40	104	5	//Chaos Castle
172	23	30	44	102	5	//Chaos Castle
173	23	30	43	98	5	//Chaos Castle
172	23	30	39	93	5	//Chaos Castle
173	23	30	41	84	5	//Chaos Castle
172	23	30	32	78	5	//Chaos Castle
173	23	30	29	86	5	//Chaos Castle
172	23	30	27	104	5	//Chaos Castle
173	23	30	40	104	5	//Chaos Castle
