//ItemIndex	ItemSubGroup	ItemSubIndex	szModelFolder	szModelName	szItemName	KindA	KindB	Type	TwoHands	DropLevel	Slot	SkillIndex	Width	Height	DamageMin	DamageMax	DefenseRate	Defense	MagicResistance	AttackSpeed	WalkSpeed	Durability	MagicDur	MagicPower	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	ReqLvl	ItemValue	Money	SetAttr	DW	DK	FE	MG	DL	SU	RF	GL	RW	SL	GC	Resist[0]	Resist[1]	Resist[2]	Resist[3]	Resist[4]	Resist[5]	Resist[6]	Dump	Transaction	PersonalStore	Warehouse	SellNpc	Expensive	Repair	Overlap	PcFlag	MuunFlag	Unk_End[0]	Unk_End[1]	Unk_End[2]
6831	13	175	"Data\Item\"	"ProGuardRing.bmd"	"Protector Protection Ring"	4	31	1	0	74	10	0	1	1	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	74	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
6832	13	176	"Data\Item\"	"GuardRing.bmd"	"Protection Ring"	4	31	1	0	62	10	0	1	1	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	62	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
6833	13	177	"Data\Item\"	"IVmonmarkA.bmd"	"Talisman of Ascension I"	0	47	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6834	13	178	"Data\Item\"	"IVmonmarkA.bmd"	"Talisman of Ascension II"	0	47	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6835	13	179	"Data\Item\"	"IVmonmarkA.bmd"	"Talisman of Ascension III"	0	47	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6836	13	180	"Data\Item\"	"IVmonmarkB.bmd"	"Seal of Asecnsion II"	7	0	0	0	0	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6837	13	181	"Data\Item\"	"IVmonmarkB.bmd"	"Master Seal of Ascension II"	7	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6866	13	210	"Data\Item\"	"PetEgg.bmd"	"WereRabbit Egg"	11	72	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6867	13	211	"Data\Item\"	"evolutionstone.bmd"	"Evolution Stone"	12	0	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6868	13	212	"Data\Item\"	"dragonpet.bmd"	"Luki"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6869	13	213	"Data\Item\"	"dragonpet_evol.bmd"	"Luki (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6870	13	214	"Data\Item\"	"stonepet.bmd"	"Tony"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6871	13	215	"Data\Item\"	"stonepet_evol.bmd"	"Tony (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6872	13	216	"Data\Item\"	"mermaidpet.bmd"	"Nymph"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6873	13	217	"Data\Item\"	"mermaidpet_evol.bmd"	"Nymph (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6874	13	218	"Data\Item\"	"satanpet.bmd"	"Safi"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6875	13	219	"Data\Item\"	"satanpet_evol.bmd"	"Safi (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6876	13	220	"Data\Item\"	"PetEgg.bmd"	"Lucky Bag Egg"	11	72	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6877	13	221	"Data\Item\"	"PetEgg.bmd"	"Fire Flame Ghost Egg"	11	72	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6878	13	222	"Data\Item\"	"PetEgg.bmd"	"Golden Goblin Egg"	11	72	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6879	13	223	"Data\Item\"	"williumpet.bmd"	"William"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6880	13	224	"Data\Item\"	"williumpet_evol.bmd"	"William (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6881	13	225	"Data\Item\"	"Polpet.bmd"	"Paul"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6882	13	226	"Data\Item\"	"Polpet_evol.bmd"	"Paul (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6883	13	227	"Data\Item\"	"Kironpet.bmd"	"Chiron"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6884	13	228	"Data\Item\"	"Kironpet_evol.bmd"	"Chiron (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6885	13	229	"Data\Item\"	"wooparoopet.bmd"	"Wooparoo"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6886	13	230	"Data\Item\"	"wooparoopet_evol.bmd"	"Wooparoo (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6887	13	231	"Data\Item\"	"wolfpet.bmd"	"Tibetton"	12	64	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6888	13	232	"Data\Item\"	"wolfpet_evol.bmd"	"Tibetton (Evolved)"	12	64	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6889	13	233	"Data\Item\"	"Witchpet.bmd"	"Witch"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6890	13	234	"Data\Item\"	"Witchpet_evol.bmd"	"Witch (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6891	13	235	"Data\Item\"	"Skullpet.bmd"	"Skull"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6892	13	236	"Data\Item\"	"Skullpet_evol.bmd"	"Skull (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6893	13	237	"Data\Item\"	"pumpipet.bmd"	"Pumpy"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6894	13	238	"Data\Item\"	"pumpipet_evol.bmd"	"Pumpy (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6895	13	239	"Data\Item\"	"spellst01.bmd"	"Muun Energy Converter"	12	67	0	0	0	255	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6896	13	240	"Data\Item\"	"spellst02.bmd"	"Wizardry Stone"	12	67	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6897	13	241	"Data\Item\"	"sabatpet.bmd"	"Savath"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6898	13	242	"Data\Item\"	"sabatpet_evol.bmd"	"Savath (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6899	13	243	"Data\Item\"	"Lycanpet.bmd"	"Lycan"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6900	13	244	"Data\Item\"	"Lycanpet_evol.bmd"	"Lycan (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6901	13	245	"Data\Item\"	"tobypet.bmd"	"Torby"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6902	13	246	"Data\Item\"	"tobypet_evol.bmd"	"Torby (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6908	13	252	"Data\Item\"	"seirenpet.bmd"	"Seiren"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6909	13	253	"Data\Item\"	"seirenpet_evol.bmd"	"Seiren (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6910	13	254	"Data\Item\"	"Behemothpet.bmd"	"Behemoth"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6911	13	255	"Data\Item\"	"Behemothpet_evol.bmd"	"Behemoth (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6912	13	256	"Data\Item\"	"loglepet.bmd"	"Loggle"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6913	13	257	"Data\Item\"	"loglepet_evol.bmd"	"Loggle (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6914	13	258	"Data\Item\"	"minopet.bmd"	"Mino"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6915	13	259	"Data\Item\"	"minopet_evol.bmd"	"Mino (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6916	13	260	"Data\Item\"	"houndpet.bmd"	"Hound"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6917	13	261	"Data\Item\"	"houndpet_evol.bmd"	"Hound (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6918	13	262	"Data\Item\"	"tribepet.bmd"	"Trive"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6919	13	263	"Data\Item\"	"tribepet_evol.bmd"	"Trive (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6920	13	264	"Data\Item\"	"bogeonpet.bmd"	"Vogan"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6921	13	265	"Data\Item\"	"bogeonpet_evol.bmd"	"Vogan (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6922	13	266	"Data\Item\"	"cyclopspet.bmd"	"Cyclop"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6923	13	267	"Data\Item\"	"cyclopspet_evol.bmd"	"Cyclop (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6924	13	268	"Data\Item\"	"DarknessRing.bmd"	"Dark Transformation Ring"	4	32	0	0	400	10	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	400	0	0	0	3	3	3	3	3	3	3	1	3	3	3	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
6926	13	270	"Data\Item\"	"Bonpeupet.bmd"	"Bonf"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6927	13	271	"Data\Item\"	"Bonpeupet_evol.bmd"	"Bonf (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6928	13	272	"Data\Item\"	"hawkpet.bmd"	"Hawk"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6929	13	273	"Data\Item\"	"hawkpet_evol.bmd"	"Hawk (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6930	13	274	"Data\Item\"	"MuTpet.bmd"	"Muty"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6931	13	275	"Data\Item\"	"MuTpet_evol.bmd"	"Muty (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6932	13	276	"Data\Item\"	"ProofOfConqueror.bmd"	"Conqueror's Badge"	0	0	0	0	0	255	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
6933	13	277	"Data\Item\"	"ProofOfOrdeal.bmd"	"Badge of Hardships"	0	0	0	0	0	255	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
6934	13	278	"Data\Item\"	"mantispet.bmd"	"Mantis"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6935	13	279	"Data\Item\"	"mantispet_evol.bmd"	"Mantis (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6936	13	280	"Data\Item\"	"scolpipet.bmd"	"Scolpy"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6937	13	281	"Data\Item\"	"scolpipet_evol.bmd"	"Scolpy (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6938	13	282	"Data\Item\"	"chaferpet.bmd"	"Chafer"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6939	13	283	"Data\Item\"	"chaferpet_evol.bmd"	"Chafer (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6946	13	290	"Data\Item\"	"cosgirlpet.bmd"	"Cosplay Girl"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6947	13	291	"Data\Item\"	"cosgirlpet_evol.bmd"	"Cosplay Girl (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6948	13	292	"Data\Item\"	"taegeukgirlpet.bmd"	"Cheer Girl"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6949	13	293	"Data\Item\"	"taegeukgirlpet_evol.bmd"	"Cheer Girl (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6950	13	294	"Data\Item\"	"SportyGirlpet.bmd"	"Sporty Girl"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6951	13	295	"Data\Item\"	"SportyGirlpet_evol.bmd"	"Sporty Girl (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6952	13	296	"Data\Item\"	"baelpet.bmd"	"Baal"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6953	13	297	"Data\Item\"	"baelpet_evol.bmd"	"Baal (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6954	13	298	"Data\Item\"	"gapppet.bmd"	"Gaap"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6955	13	299	"Data\Item\"	"gapppet_evol.bmd"	"Gaap (Evolved)"	12	63	0	0	0	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
6956	13	300	"Data\Item\"	"tapppet.bmd"	"Taaf"	12	63	0	0	1	255	0	1	1	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
